,Date,Open,Close,Volume,10day_MA,10day_MA_Volume,USD/JPY_Spread,Ten_Year,VIX,USDJPY,Nikkei,Nikkei_next_day
1442,2003-12-17,1073.5,1076.25,446062.0,1067.575,309304.0,1.11375,4.19,15.58,107.42,10092.64,10104.0
1443,2003-12-18,1076.25,1088.5,586263.0,1069.625,367080.6,1.11375,4.16,16.16,107.92,10104.0,10284.54
1444,2003-12-19,1088.0,1085.5,539361.0,1072.1,420582.9,1.11375,4.15,16.42,107.94,10284.54,10372.51
1445,2003-12-22,1086.25,1091.75,1003.0,1074.5,420422.1,1.1131199999999999,4.18,16.94,107.4,10372.51,10371.27
1446,2003-12-24,1090.0,1091.75,25.0,1081.075,414427.8,1.1131199999999999,4.2,16.66,107.29,10371.27,10500.62
1447,2003-12-29,1098.0,1106.75,43.0,1086.65,290708.7,1.1025,4.24,17.09,106.93,10500.62,10676.64
1448,2003-12-30,1107.5,1106.75,7.0,1090.575,208506.9,1.095,4.29,17.68,107.0,10676.64,10825.17
1449,2004-01-05,1110.75,1119.25,150.0,1100.45,54089.9,1.0899999999999999,4.41,17.49,106.1,10825.17,10813.99
1450,2004-01-06,1119.0,1121.25,33.0,1104.025,157.1,1.0899999999999999,4.29,16.73,106.2,10813.99,10757.82
1451,2004-01-07,1115.25,1124.75,144.0,1107.325,71.2,1.0787499999999999,4.27,15.5,106.19,10757.82,10837.65
1452,2004-01-08,1125.0,1128.5,27.0,1110.925,73.3,1.0799999999999998,4.27,15.61,106.17,10837.65,10965.05
1453,2004-01-09,1127.75,1119.0,220.0,1113.65,92.8,1.0799999999999998,4.11,16.75,106.54,10965.05,10849.68
1454,2004-01-13,1127.5,1120.5,225.0,1118.525,494.3,1.05875,4.05,18.04,106.25,10849.68,10863.0
1455,2004-01-14,1122.25,1130.5,244.0,1120.9,518.0,1.0593700000000001,4.01,16.75,106.06,10863.0,10665.15
1456,2004-01-15,1126.0,1132.25,976.0,1123.15,607.1,1.06125,3.99,15.56,106.1,10665.15,10857.2
1457,2004-01-16,1134.25,1137.25,686.0,1126.075,654.3,1.0637500000000002,4.04,15.0,106.87,10857.2,11103.1
1458,2004-01-20,1136.75,1136.5,3807.0,1127.8,1020.0,1.06125,4.08,15.21,107.17,11103.1,11002.39
1459,2004-01-21,1135.75,1145.0,1302.0,1130.175,1146.9,1.0650000000000002,4.05,14.34,106.84,11002.39,11000.7
1460,2004-01-22,1145.5,1143.0,1983.0,1132.0,1330.8,1.0650000000000002,3.99,14.71,106.08,11000.7,11069.01
1461,2004-01-23,1142.5,1139.25,309.0,1133.075,1359.0,1.0675000000000001,4.09,14.84,106.21,11069.01,10972.6
1462,2004-01-26,1140.25,1153.5,311.0,1136.525,1368.1,1.0675000000000001,4.16,14.55,106.15,10972.6,10928.03
1463,2004-01-27,1152.0,1141.75,316.0,1137.95,1015.9,1.0668700000000002,4.11,15.35,105.56,10928.03,10852.47
1464,2004-01-28,1140.5,1128.25,177.0,1138.725,1011.1,1.0681200000000002,4.22,16.78,105.52,10852.47,10779.44
1465,2004-01-29,1127.0,1129.25,243.0,1138.6,1011.0,1.07875,4.22,17.14,106.09,10779.44,10783.61
1466,2004-01-30,1131.25,1129.0,219.0,1138.275,935.3,1.0775,4.16,16.63,105.84,10783.61,10776.73
1467,2004-02-02,1132.5,1133.75,413.0,1137.925,908.0,1.0775,4.18,17.11,105.59,10776.73,10641.92
1468,2004-02-03,1133.0,1132.0,1049.0,1137.475,632.2,1.0787499999999999,4.13,17.34,105.36,10641.92,10447.25
1469,2004-02-04,1132.5,1123.0,323.0,1135.275,534.3,1.0787499999999999,4.15,17.87,105.53,10447.25,10464.6
1470,2004-02-05,1124.25,1125.5,252.0,1133.525,361.2,1.0784999999999998,4.2,17.71,105.52,10464.6,10460.92
1471,2004-02-06,1125.5,1138.0,255.0,1133.4,355.8,1.0784999999999998,4.12,16.0,105.57,10460.92,10402.61
1472,2004-02-09,1138.25,1139.0,391.0,1131.95,363.8,1.0772499999999998,4.09,16.39,105.68,10402.61,10365.4
1473,2004-02-10,1138.0,1142.25,212.0,1132.0,353.4,1.07625,4.13,15.94,105.55,10365.4,10459.26
1474,2004-02-12,1155.0,1150.0,166.0,1136.675,394.9,1.07063,4.1,15.31,105.42,10459.26,10557.69
1475,2004-02-13,1151.0,1144.75,713.0,1138.25,444.3,1.0675000000000001,4.05,15.58,105.6,10557.69,10701.13
1476,2004-02-17,1144.75,1155.5,3606.0,1140.425,763.6,1.06875,4.05,15.4,105.8,10701.13,10676.81
1477,2004-02-18,1150.0,1150.25,119.0,1142.25,670.6,1.07,4.05,15.59,106.37,10676.81,10753.8
1478,2004-02-19,1152.75,1146.25,235.0,1144.575,661.8,1.06875,4.05,15.8,107.09,10753.8,10720.69
1479,2004-02-20,1145.5,1142.75,7151.0,1146.3,1351.7,1.06875,4.1,16.04,108.83,10720.69,10868.96
1480,2004-02-23,1144.0,1139.0,305.0,1146.4,1356.7,1.0675000000000001,4.05,16.29,108.22,10868.96,10644.13
1481,2004-02-24,1139.75,1137.5,606.0,1146.25,1378.2,1.0675000000000001,4.04,15.9,108.11,10644.13,10658.73
1482,2004-02-25,1137.75,1142.0,1512.0,1146.225,1508.2,1.06875,4.02,14.93,108.99,10658.73,10815.29
1483,2004-02-26,1143.0,1142.25,897.0,1145.025,1531.0,1.06875,4.05,14.83,109.59,10815.29,11041.92
1484,2004-02-27,1144.25,1143.5,398.0,1144.375,1554.2,1.06875,3.99,14.55,109.26,11041.92,11271.12
1485,2004-03-01,1143.5,1154.5,11630.0,1145.35,2645.9,1.06875,4.0,14.44,108.93,11271.12,11361.51
1486,2004-03-02,1154.5,1148.0,6073.0,1144.6,2892.6,1.0675000000000001,4.05,14.86,110.27,11361.51,11351.92
1487,2004-03-03,1147.25,1149.75,6632.0,1144.55,3543.9,1.06875,4.07,14.55,110.25,11351.92,11401.79
1488,2004-03-04,1149.0,1153.25,14195.0,1145.25,4939.9,1.06875,4.04,14.4,110.74,11401.79,11537.29
1489,2004-03-05,1153.25,1156.75,44651.0,1146.65,8689.9,1.0675000000000001,3.85,14.48,111.42,11537.29,11502.86
1490,2004-03-08,1158.25,1143.0,33397.0,1147.05,11999.1,1.05875,3.78,15.79,112.12,11502.86,11532.04
1491,2004-03-09,1143.5,1138.25,7317.0,1147.125,12670.2,1.0575,3.73,16.6,111.2,11532.04,11433.24
1492,2004-03-10,1138.75,1119.25,62494.0,1144.85,18768.4,1.05875,3.74,18.67,111.04,11433.24,11297.04
1493,2004-03-11,1119.5,1104.25,1036107.0,1141.05,122289.4,1.05875,3.74,20.67,110.89,11297.04,11162.75
1494,2004-03-12,1104.5,1118.0,741242.0,1138.5,196373.8,1.05875,3.78,18.3,110.82,11162.75,11317.9
1495,2004-03-15,1117.25,1105.0,1037954.0,1133.55,299006.2,1.05875,3.78,21.13,110.48,11317.9,11242.29
1496,2004-03-16,1105.0,1110.25,874709.0,1129.775,385869.8,1.05875,3.7,20.34,108.95,11242.29,11436.86
1497,2004-03-17,1110.25,1122.5,695265.0,1127.05,454733.1,1.0575,3.71,18.11,108.18,11436.86,11484.28
1498,2004-03-18,1122.5,1123.0,837275.0,1124.025,537041.1,1.0575,3.76,18.53,106.6,11484.28,11418.51
1499,2004-03-19,1123.0,1107.25,649991.0,1119.075,597575.1,1.0575,3.8,19.15,106.97,11418.51,11318.51
1500,2004-03-22,1098.0,1092.0,84.0,1113.975,594243.8,1.0575,3.74,21.58,106.84,11318.51,11281.09
1501,2004-03-23,1097.75,1090.0,99.0,1109.15,593522.0,1.05875,3.73,20.67,106.63,11281.09,11364.99
1502,2004-03-24,1090.0,1090.0,379.0,1106.225,587310.5,1.0593700000000001,3.73,19.81,106.23,11364.99,11530.91
1503,2004-03-25,1095.75,1104.5,98.0,1106.25,483709.6,1.05875,3.75,17.88,106.06,11530.91,11770.65
1504,2004-03-26,1104.0,1104.75,91.0,1104.925,409594.5,1.05875,3.85,17.33,105.93,11770.65,11718.24
1505,2004-03-29,1108.0,1120.25,271.0,1106.45,305826.2,1.0575,3.91,16.5,105.52,11718.24,11693.68
1506,2004-03-30,1119.5,1124.75,284.0,1107.9,218383.7,1.0575,3.91,16.28,105.61,11693.68,11715.39
1507,2004-03-31,1124.5,1123.5,478.0,1108.0,148905.0,1.06125,3.86,16.74,104.18,11715.39,11683.42
1508,2004-04-01,1126.5,1132.25,73.0,1108.925,65184.8,1.06,3.91,16.65,103.7,11683.42,11815.95
1509,2004-04-02,1131.75,1141.0,582.0,1112.3,243.9,1.06125,4.15,15.64,104.55,11815.95,11958.32
1510,2004-04-05,1139.25,1147.0,201.0,1117.8,255.6,1.0912499999999998,4.24,14.97,105.36,11958.32,12079.7
1511,2004-04-06,1145.25,1143.75,143.0,1123.175,260.0,1.0912499999999998,4.19,15.32,105.9,12079.7,12019.62
1512,2004-04-07,1140.75,1141.0,149.0,1128.275,237.0,1.0912499999999998,4.19,15.76,105.2,12019.62,12092.59
1513,2004-04-08,1143.25,1138.5,324.0,1131.675,259.6,1.0924999999999998,4.21,16.26,106.1,12092.59,12127.82
1514,2004-04-13,1144.0,1127.0,381.0,1136.15,264.8,1.0931199999999999,4.35,17.26,106.96,12127.82,12098.18
1515,2004-04-14,1125.0,1128.75,334.0,1136.55,269.8,1.09438,4.4,15.62,108.53,12098.18,11800.4
1516,2004-04-15,1129.75,1124.0,235.0,1136.6,245.5,1.10287,4.42,15.74,108.58,11800.4,11824.56
1517,2004-04-16,1126.75,1133.0,122.0,1136.675,250.4,1.10287,4.37,14.94,107.69,11824.56,11764.21
1518,2004-04-19,1131.0,1132.75,513.0,1135.85,243.5,1.1024999999999998,4.39,15.42,108.5,11764.21,11952.26
1519,2004-04-20,1132.25,1113.5,333.0,1132.5,256.7,1.10375,4.43,16.67,108.43,11952.26,11944.3
1520,2004-04-21,1116.0,1121.5,128.0,1130.275,255.2,1.1232499999999999,4.45,15.6,109.55,11944.3,11980.1
1521,2004-04-22,1120.75,1135.75,126.0,1129.75,252.9,1.12375,4.4,14.61,109.85,11980.1,12120.66
1522,2004-04-23,1141.25,1138.5,56.0,1129.75,226.1,1.12375,4.48,14.01,109.38,12120.66,12163.89
1523,2004-04-26,1137.25,1137.0,54.0,1129.175,228.2,1.1212499999999999,4.46,14.77,108.55,12163.89,12044.88
1524,2004-04-27,1136.25,1137.0,267.0,1130.175,216.8,1.1224999999999998,4.43,15.07,109.48,12044.88,12004.29
1525,2004-04-28,1136.75,1122.5,80.0,1129.55,191.4,1.1212499999999999,4.5,16.29,109.85,12004.29,11761.79
1526,2004-04-30,1111.75,1105.0,153.0,1125.65,207.4,1.13412,4.53,17.19,110.37,11761.79,11571.34
1527,2004-05-06,1116.75,1112.0,567.0,1121.55,209.4,1.1324999999999998,4.63,17.05,109.58,11571.34,11438.82
1528,2004-05-07,1113.0,1095.0,2160.0,1117.2,419.8,1.1424999999999998,4.79,18.13,112.3,11438.82,10884.7
1529,2004-05-10,1089.25,1082.5,623.0,1111.75,476.7,1.1925,4.81,19.77,114.03,10884.7,10907.18
1530,2004-05-11,1077.5,1091.5,134.0,1107.2,463.4,1.1925,4.79,18.57,113.67,10907.18,11153.58
1531,2004-05-12,1093.75,1098.0,399.0,1104.75,495.3,1.1925,4.83,18.14,113.21,11153.58,10825.1
1532,2004-05-13,1098.5,1093.0,301.0,1102.75,489.0,1.2025,4.85,18.86,114.25,10825.1,10849.63
1533,2004-05-14,1090.0,1094.0,518.0,1101.65,525.5,1.2125,4.79,18.47,114.3,10849.63,10505.05
1534,2004-05-17,1090.25,1084.75,360.0,1098.625,545.1,1.20938,4.7,19.96,114.1,10505.05,10711.09
1535,2004-05-18,1088.5,1089.5,668.0,1096.125,581.3,1.21125,4.74,19.33,114.06,10711.09,10967.74
1536,2004-05-19,1094.75,1086.0,2658.0,1092.625,838.8,1.2225,4.79,18.93,112.77,10967.74,10862.04
1537,2004-05-20,1084.0,1090.0,296.0,1090.425,811.7,1.2325,4.72,18.67,113.18,10862.04,11070.25
1538,2004-05-21,1094.5,1091.75,151.0,1090.1,610.8,1.2325,4.76,18.49,112.09,11070.25,11101.64
1539,2004-05-24,1092.5,1096.0,3909.0,1091.45,939.4,1.2425,4.75,18.08,112.66,11101.64,10962.93
1540,2004-05-25,1096.75,1111.75,1743.0,1093.475,1100.3,1.2425,4.73,15.96,112.21,10962.93,11152.09
1541,2004-05-26,1111.5,1115.25,5437.0,1095.2,1604.1,1.2525,4.67,15.97,111.7,11152.09,11166.03
1542,2004-05-27,1115.25,1122.0,1069.0,1098.1,1680.9,1.2625,4.6,15.28,110.77,11166.03,11309.57
1543,2004-05-28,1121.0,1119.5,356.0,1100.65,1664.7,1.2662499999999999,4.66,15.5,110.18,11309.57,11296.76
1544,2004-06-01,1120.0,1120.75,5571.0,1104.25,2185.8,1.2768799999999998,4.71,16.3,110.45,11296.76,11242.34
1545,2004-06-02,1114.75,1124.75,11502.0,1107.775,3269.2,1.29125,4.74,16.08,110.28,11242.34,11027.05
1546,2004-06-03,1125.0,1114.25,13080.0,1110.6,4311.4,1.31125,4.71,17.03,111.14,11027.05,11128.05
1547,2004-06-04,1122.5,1122.75,18158.0,1113.875,6097.6,1.325,4.78,16.78,111.27,11128.05,11439.92
1548,2004-06-07,1123.25,1140.0,23729.0,1118.7,8455.4,1.3512499999999998,4.78,15.39,109.61,11439.92,11521.93
1549,2004-06-08,1139.25,1141.75,23462.0,1123.275,10410.7,1.3612499999999998,4.78,15.01,109.77,11521.93,11449.74
1550,2004-06-09,1141.25,1131.0,59155.0,1125.2,16151.9,1.37875,4.82,15.39,109.74,11449.74,11575.97
1551,2004-06-10,1131.5,1136.25,366761.0,1127.3,52284.3,1.42,4.81,15.04,109.33,11575.97,11491.66
1552,2004-06-14,1133.75,1125.5,580332.0,1129.325,110987.5,1.4925,4.89,16.07,111.15,11491.66,11387.7
1553,2004-06-15,1125.5,1133.75,745580.0,1130.625,184988.4,1.50875,4.69,15.05,109.59,11387.7,11641.72
1554,2004-06-16,1133.25,1133.0,506959.0,1131.45,234534.1,1.48375,4.74,14.79,110.15,11641.72,11607.9
1555,2004-06-17,1133.0,1131.0,569216.0,1133.125,290147.7,1.49875,4.71,15.15,109.63,11607.9,11382.08
1556,2004-06-18,1131.25,1134.0,522615.0,1134.25,340593.4,1.49875,4.72,14.99,108.65,11382.08,11600.16
1557,2004-06-21,1136.5,1130.0,228.0,1133.25,338243.3,1.50688,4.7,15.26,108.57,11600.16,11581.27
1558,2004-06-22,1130.0,1135.5,142.0,1132.625,335911.3,1.50688,4.72,14.31,109.0,11581.27,11580.56
1559,2004-06-23,1133.75,1144.75,64.0,1134.0,330002.2,1.51875,4.71,13.98,108.64,11580.56,11744.15
1560,2004-06-24,1143.75,1142.0,65.0,1134.575,293332.6,1.535,4.66,14.81,107.1,11744.15,11780.4
1561,2004-06-25,1142.5,1136.0,247.0,1134.55,292544.8,1.52875,4.66,15.19,107.82,11780.4,11884.06
1562,2004-06-28,1141.25,1132.5,304.0,1135.25,234542.0,1.535,4.76,16.07,107.95,11884.06,11860.81
1563,2004-06-29,1130.0,1136.5,112.0,1135.525,159995.2,1.5475,4.7,15.47,108.18,11860.81,11858.87
1564,2004-06-30,1137.75,1141.0,125.0,1136.325,109311.8,1.5575,4.62,14.34,109.43,11858.87,11896.01
1565,2004-07-01,1143.0,1126.75,7705.0,1135.9,53160.7,1.5475,4.57,15.2,108.24,11896.01,11721.49
1566,2004-07-02,1126.25,1126.75,732.0,1135.175,972.4,1.5475,4.48,15.08,108.6,11721.49,11475.27
1567,2004-07-06,1126.75,1115.25,160.0,1133.7,965.6,1.52875,4.49,16.25,109.24,11475.27,11384.86
1568,2004-07-07,1116.25,1118.25,81.0,1131.975,959.5,1.52875,4.5,15.81,108.38,11384.86,11322.23
1569,2004-07-08,1115.0,1111.0,525.0,1128.6,1005.6,1.53875,4.49,16.2,108.76,11322.23,11423.53
1570,2004-07-09,1111.5,1113.0,153.0,1125.7,1014.4,1.53875,4.49,15.78,108.21,11423.53,11582.28
1571,2004-07-12,1111.25,1113.5,412.0,1123.45,1030.9,1.54875,4.46,14.96,108.24,11582.28,11608.62
1572,2004-07-13,1115.5,1114.5,22.0,1121.65,1002.7,1.54875,4.5,14.46,109.37,11608.62,11356.65
1573,2004-07-14,1110.0,1111.5,309.0,1119.15,1022.4,1.55875,4.5,13.76,109.13,11356.65,11409.14
1574,2004-07-15,1110.0,1103.5,76.0,1115.4,1017.5,1.56875,4.5,14.71,109.52,11409.14,11436.0
1575,2004-07-16,1109.5,1103.0,178.0,1113.025,264.8,1.5799999999999998,4.38,14.34,108.77,11436.0,11258.37
1576,2004-07-20,1097.5,1112.0,3114.0,1109.9,533.3,1.58125,4.47,14.17,108.38,11258.37,11433.86
1577,2004-07-21,1112.25,1091.0,41153.0,1107.175,4640.5,1.59875,4.5,16.41,110.1,11433.86,11285.04
1578,2004-07-22,1091.0,1094.0,1808.0,1105.475,4768.8,1.6075,4.48,15.75,109.68,11285.04,11187.33
1579,2004-07-23,1090.25,1085.75,2076.0,1102.75,4961.1,1.6075,4.45,16.5,110.11,11187.33,11159.55
1580,2004-07-26,1087.0,1083.25,1175.0,1099.725,5037.4,1.60938,4.49,17.3,110.08,11159.55,11031.54
1581,2004-07-27,1086.0,1093.0,3233.0,1097.575,5358.5,1.6175,4.62,16.55,111.09,11031.54,11204.37
1582,2004-07-28,1093.75,1096.0,998.0,1096.025,5427.4,1.62875,4.61,16.15,111.78,11204.37,11116.84
1583,2004-07-29,1097.25,1100.5,706.0,1095.725,5490.4,1.6425,4.6,15.68,111.88,11116.84,11325.78
1584,2004-07-30,1101.25,1101.5,447.0,1095.575,5517.3,1.64875,4.5,15.32,111.39,11325.78,11222.24
1585,2004-08-02,1098.5,1106.0,646.0,1096.3,5535.6,1.63875,4.48,15.37,111.08,11222.24,11140.57
1586,2004-08-03,1104.75,1097.75,666.0,1094.875,5290.8,1.64875,4.45,16.03,110.6,11140.57,11010.02
1587,2004-08-04,1094.5,1097.25,626.0,1095.5,1238.1,1.6475,4.45,16.21,111.29,11010.02,11060.89
1588,2004-08-05,1097.75,1078.75,570.0,1093.975,1114.3,1.65875,4.43,18.32,111.53,11060.89,10972.57
1589,2004-08-06,1080.0,1063.5,2302.0,1091.75,1136.9,1.65875,4.24,19.34,110.05,10972.57,10908.7
1590,2004-08-09,1067.5,1064.25,164.0,1089.85,1035.8,1.6199999999999999,4.28,18.89,110.57,10908.7,10953.55
1591,2004-08-10,1062.25,1076.25,289.0,1088.175,741.4,1.62875,4.32,17.47,110.79,10953.55,11049.46
1592,2004-08-11,1073.5,1076.0,1410.0,1086.175,782.6,1.66,4.3,18.04,110.78,11049.46,11028.07
1593,2004-08-12,1075.0,1064.0,543.0,1082.525,766.3,1.66125,4.27,19.08,111.14,11028.07,10757.2
1594,2004-08-13,1064.25,1066.25,602.0,1079.0,781.8,1.66875,4.22,17.98,110.67,10757.2,10687.81
1595,2004-08-16,1063.5,1077.5,4548.0,1076.15,1172.0,1.6675,4.26,17.57,110.64,10687.81,10725.97
1596,2004-08-17,1078.0,1083.25,403.0,1074.7,1145.7,1.67875,4.21,17.02,110.07,10725.97,10774.26
1597,2004-08-18,1084.0,1094.75,1976.0,1074.45,1280.7,1.68,4.23,16.23,109.71,10774.26,10903.53
1598,2004-08-19,1093.75,1091.5,186.0,1075.725,1242.3,1.68875,4.22,16.96,109.34,10903.53,10889.14
1599,2004-08-20,1091.5,1099.0,4455.0,1079.275,1457.6,1.6875,4.24,16.0,109.32,10889.14,10960.97
1600,2004-08-23,1101.5,1096.5,1467.0,1082.5,1587.9,1.6975,4.28,15.88,109.47,10960.97,10985.33
1601,2004-08-24,1099.25,1097.75,3804.0,1084.65,1939.4,1.7075,4.28,15.33,109.63,10985.33,11130.02
1602,2004-08-25,1098.0,1104.25,3651.0,1087.475,2163.5,1.71875,4.26,14.98,110.38,11130.02,11129.33
1603,2004-08-26,1104.0,1104.75,3284.0,1091.55,2437.6,1.72937,4.22,14.91,109.73,11129.33,11209.59
1604,2004-08-27,1105.0,1108.5,654.0,1095.775,2442.8,1.73812,4.23,14.71,109.51,11209.59,11081.79
1605,2004-08-31,1099.75,1104.5,5594.0,1100.075,2757.3,1.7481200000000001,4.13,15.29,109.0,11081.79,11127.35
1606,2004-09-01,1104.5,1107.0,14214.0,1101.3,3981.1,1.7481200000000001,4.13,14.91,109.62,11127.35,11152.75
1607,2004-09-02,1105.75,1120.0,4832.0,1104.15,4445.7,1.7581200000000001,4.2,14.28,109.52,11152.75,11022.49
1608,2004-09-03,1115.5,1115.0,12906.0,1105.75,5290.8,1.7681200000000001,4.3,13.91,110.47,11022.49,11298.94
1609,2004-09-07,1117.5,1122.75,23336.0,1108.375,7477.7,1.8081200000000002,4.26,14.07,109.32,11298.94,11279.19
1610,2004-09-08,1122.5,1119.25,31769.0,1110.525,10274.2,1.81187,4.18,14.06,109.22,11279.19,11170.96
1611,2004-09-09,1119.0,1118.0,622370.0,1111.9,72146.1,1.8193700000000002,4.22,14.01,109.69,11170.96,11083.23
1612,2004-09-10,1118.25,1124.0,540756.0,1113.825,125893.3,1.8225,4.19,13.76,109.33,11083.23,11253.11
1613,2004-09-13,1124.0,1128.25,643021.0,1115.8,190130.0,1.82687,4.16,13.17,110.13,11253.11,11295.58
1614,2004-09-14,1128.0,1130.0,520668.0,1118.875,241946.6,1.8275,4.15,13.56,109.4,11295.58,11158.58
1615,2004-09-15,1129.75,1120.75,557925.0,1120.5,297179.7,1.83625,4.18,14.64,110.34,11158.58,11139.36
1616,2004-09-16,1121.25,1124.5,452590.0,1122.25,341017.3,1.85812,4.08,14.39,109.75,11139.36,11082.49
1617,2004-09-17,1124.5,1129.0,518182.0,1123.15,392352.3,1.85812,4.14,14.03,109.97,11082.49,11080.87
1618,2004-09-21,1126.0,1128.25,125.0,1124.525,389138.5,1.8775,4.05,13.66,109.94,11080.87,11019.41
1619,2004-09-22,1126.75,1113.75,228.0,1123.975,385984.4,1.88875,4.0,14.74,110.53,11019.41,10895.16
1620,2004-09-24,1108.5,1112.5,95.0,1121.825,269707.6,1.9075,4.04,14.28,110.72,10895.16,10859.32
1621,2004-09-27,1109.5,1106.25,42.0,1119.625,205409.7,1.9175,4.01,14.62,111.13,10859.32,10815.57
1622,2004-09-28,1104.5,1110.75,363.0,1117.7,153379.2,1.9225,4.02,13.83,111.48,10815.57,10786.1
1623,2004-09-29,1110.5,1116.25,480.0,1117.25,97634.7,1.95188,4.1,13.21,110.9,10786.1,10823.57
1624,2004-09-30,1117.0,1116.0,134.0,1116.4,52389.1,1.9675,4.14,13.34,110.2,10823.57,10985.17
1625,2004-10-01,1122.5,1134.5,749.0,1116.95,645.8,1.97375,4.21,12.75,110.45,10985.17,11279.63
1626,2004-10-04,1132.5,1136.75,428.0,1118.3,290.7,1.97812,4.19,13.41,111.13,11279.63,11281.83
1627,2004-10-05,1137.5,1137.75,534.0,1119.25,331.6,1.98625,4.18,13.95,111.21,11281.83,11385.38
1628,2004-10-06,1138.0,1144.0,458.0,1122.275,354.6,1.99187,4.23,13.28,111.34,11385.38,11354.59
1629,2004-10-07,1143.5,1132.75,522.0,1124.75,380.5,2.00812,4.26,14.5,111.15,11354.59,11349.35
1630,2004-10-08,1133.0,1123.25,689.0,1125.825,439.9,2.00812,4.15,15.05,109.44,11349.35,11201.81
1631,2004-10-12,1126.5,1123.5,857.0,1129.2,508.6,2.0056299999999996,4.12,15.05,109.79,11201.81,11195.99
1632,2004-10-13,1126.0,1113.25,672.0,1128.9,527.8,2.0174999999999996,4.09,15.42,109.78,11195.99,11034.29
1633,2004-10-14,1112.75,1104.0,751.0,1127.7,589.5,2.0174999999999996,4.03,16.43,109.6,11034.29,10982.95
1634,2004-10-15,1105.25,1109.25,356.0,1125.175,550.2,2.01625,4.07,15.04,109.14,10982.95,10965.62
1635,2004-10-18,1106.5,1114.25,338.0,1122.925,541.2,2.025,4.07,14.71,109.23,10965.62,11064.86
1636,2004-10-19,1114.5,1104.5,1592.0,1119.6,647.0,2.0275,4.07,15.13,108.36,11064.86,10882.18
1637,2004-10-20,1103.0,1102.75,143.0,1115.475,615.5,2.0374999999999996,4.01,14.85,108.16,10882.18,10789.23
1638,2004-10-21,1103.75,1108.75,832.0,1113.075,646.5,2.0475,4.01,14.54,107.43,10789.23,10857.13
1639,2004-10-22,1109.25,1097.0,526.0,1110.45,630.2,2.0574999999999997,4.0,15.28,107.42,10857.13,10659.15
1640,2004-10-25,1095.0,1096.25,850.0,1107.35,691.7,2.0574999999999997,3.99,16.58,106.61,10659.15,10672.46
1641,2004-10-26,1096.75,1112.5,184.0,1106.25,624.4,2.06688,4.01,16.39,106.63,10672.46,10691.95
1642,2004-10-27,1112.0,1126.0,4735.0,1107.525,1030.7,2.0774999999999997,4.11,15.72,106.67,10691.95,10853.12
1643,2004-10-28,1125.75,1128.75,423.0,1110.0,997.9,2.1075,4.09,15.39,106.09,10853.12,10771.42
1644,2004-10-29,1127.5,1131.5,4773.0,1112.225,1439.6,2.1174999999999997,4.05,16.27,106.04,10771.42,10734.71
1645,2004-11-01,1127.75,1132.0,2858.0,1114.0,1691.6,2.12812,4.11,16.27,106.41,10734.71,10887.81
1646,2004-11-02,1127.25,1132.0,5613.0,1116.75,2093.7,2.13812,4.1,16.18,106.29,10887.81,10946.27
1647,2004-11-04,1146.25,1162.0,5788.0,1126.45,2885.0,2.15812,4.1,13.97,106.02,10946.27,11061.77
1648,2004-11-05,1161.75,1169.5,5359.0,1133.7,3368.3,2.16812,4.21,13.84,105.6,11061.77,10983.83
1649,2004-11-08,1165.75,1168.25,2244.0,1140.9,3507.7,2.2081199999999996,4.22,13.8,105.57,10983.83,10964.87
1650,2004-11-09,1166.75,1166.0,4362.0,1146.25,3925.5,2.22187,4.22,13.61,105.57,10964.87,10994.96
1651,2004-11-10,1169.0,1166.5,5012.0,1150.3,3953.2,2.22437,4.25,13.08,106.91,10994.96,11019.98
1652,2004-11-12,1175.0,1184.5,10212.0,1160.275,4593.9,2.2375,4.2,13.33,105.53,11019.98,11227.57
1653,2004-11-15,1185.5,1187.75,818.0,1165.85,4389.9,2.2474999999999996,4.2,13.38,105.53,11227.57,11161.75
1654,2004-11-16,1187.5,1179.5,474.0,1170.6,3876.0,2.2575,4.21,13.21,105.35,11161.75,11131.29
1655,2004-11-17,1180.25,1186.25,1031.0,1174.575,3669.1,2.2775,4.14,13.21,104.18,11131.29,11082.42
1656,2004-11-18,1185.5,1187.0,3454.0,1177.075,3435.7,2.28625,4.12,12.98,104.23,11082.42,11082.84
1657,2004-11-19,1187.0,1174.25,3697.0,1177.55,3269.5,2.2925,4.2,13.5,102.8,11082.84,10849.39
1658,2004-11-22,1173.0,1180.0,2395.0,1178.725,3284.6,2.30712,4.18,12.97,103.2,10849.39,10872.33
1659,2004-11-24,1181.5,1184.0,965.0,1182.025,2717.8,2.32775,4.2,12.72,102.94,10872.33,10833.75
1660,2004-11-26,1186.25,1183.0,445.0,1182.775,2623.2,2.34712,4.24,12.78,102.58,10833.75,10977.89
1661,2004-11-29,1183.0,1178.25,9159.0,1182.15,2517.9,2.3481199999999998,4.34,13.3,102.61,10977.89,10899.25
1662,2004-11-30,1177.0,1176.25,5847.0,1181.0,3020.8,2.35812,4.36,13.24,103.04,10899.25,10784.25
1663,2004-12-01,1179.5,1192.0,20287.0,1182.25,5002.1,2.36687,4.38,12.97,102.78,10784.25,10973.07
1664,2004-12-02,1192.0,1192.75,12272.0,1182.9,6126.2,2.38562,4.4,12.98,103.11,10973.07,11074.89
1665,2004-12-03,1197.0,1191.5,20744.0,1183.35,7855.2,2.38937,4.27,12.96,102.56,11074.89,10981.96
