,Date,2Y,5Y,10Y,2s5s,5s10s,2s10s,2s5s_20-day_Vol,5s10s_20-day_Vol,2s10s_20-day_Vol,2s5s_21-day_MA,2s5s_55-day_MA,2s5s_100-day_MA,5s10s_21-day_MA,5s10s_55-day_MA,5s10s_100-day_MA,2s10s_21-day_MA,2s10s_55-day_MA,2s10s_100-day_MA,Closing_Price,SP500_Daily_Return,SP500_20-day_Vol,SP500_50-day_Vol,SP500_100-day_Vol,SP500_21-day_MA,SP500_55-day_MA,SP500_100-day_MA,EM_High_Yield,EM_Bonds_20-day_Vol,EM_Bonds_50-day_Vol,EM_Bonds_100-day_Vol,EM_Bonds_21-day_MA,EM_Bonds_55-day_MA,EM_Bonds_100-day_MA,VIX,VIX_21-day_MA_x,VIX_55-day_MA_x,VIX_100-day_MA_x,USDJPY,USDJPY_21-day_MA,USDJPY_55-day_MA,USDJPY_100-day_MA,Ted_Spread,VIX_21-day_MA_y,VIX_55-day_MA_y,VIX_100-day_MA_y,B_Spread,Five_year,B_UST_Spread,Credit_21-day_MA,Credit_55-day_MA,Credit_100-day_MA,Nikkei,Nikkei_Returns,Nikkei_20-day_Vol,Nikkei_50-day_Vol,Nikkei_100-day_Vol,Nikkei_21-day_MA,Nikkei_55-day_MA,Nikkei_100-day_MA
10,1999-06-03,5.54,5.75,5.8,20.999999999999996,4.999999999999982,25.99999999999998,167.49506178556854,374.91661806692423,194.51377645005655,18.61904761904761,13.436363636363655,9.000000000000005,9.238095238095216,10.072727272727267,9.74,27.857142857142797,23.50909090909092,18.74,1317.0,0.00572737686139746,17.35063072426928,18.726803426662986,20.67070304675679,1340.4880952380952,1343.2227272727273,1310.8975,13.97,10.39213230322542,9.78663050999256,9.703560442665122,13.642380952380961,13.708545454545453,14.587099999999996,26.2,26.35000000000005,24.853818181818127,26.36970000000002,121.5,122.01428571428502,120.42036363636295,118.87340000000071,0.6,0.5190476190476206,0.6072727272727263,0.6009999999999919,10.52,5.75,4.77,4.790476190476191,5.056181818181821,5.408299999999997,16227.5,-0.011602516507806526,17.482814185831256,23.637765258654365,22.848416636531844,16483.231428571435,16424.110545454543,15411.532599999999
11,1999-06-04,5.56,5.75,5.82,19.00000000000004,7.000000000000028,26.000000000000068,167.47479541426912,402.93864453700365,192.96236202647077,18.66666666666666,13.727272727272748,9.190000000000005,8.952380952380926,10.036363636363628,9.67,27.619047619047564,23.763636363636373,18.86,1343.25,0.01993166287015935,18.71644886508479,19.160877440271992,20.894356761501705,1340.095238095238,1343.8681818181817,1311.745,13.93,10.433856695950107,9.71998136659485,9.379058730667005,13.68000000000001,13.694545454545452,14.562099999999996,23.43,26.26619047619052,24.81490909090904,26.349400000000017,121.99,122.0657142857136,120.50145454545387,118.97260000000071,0.7,0.5285714285714301,0.6109090909090901,0.6009999999999919,10.53,5.75,4.779999999999999,4.789047619047619,5.039454545454549,5.395799999999997,16300.75,0.004513942381759284,16.415036665973094,21.68662311472479,22.713395167484848,16435.619047619053,16438.87218181818,15439.855499999998
12,1999-06-07,5.56,5.73,5.81,17.00000000000008,7.999999999999918,25.0,170.69054299436888,405.1823507657158,191.73072533126796,18.523809523809526,13.981818181818204,9.370000000000006,8.714285714285685,9.99999999999999,9.609999999999998,27.23809523809519,23.98181818181819,18.98,1346.75,0.002605620696072952,18.724093930877533,18.769248702952048,20.568331214745474,1339.4166666666667,1344.2954545454545,1312.9075,13.86,10.79866213699361,9.688364317524602,9.290818997922083,13.715714285714295,13.680545454545452,14.538099999999995,23.78,26.091904761904804,24.808545454545403,26.306200000000022,121.31,122.09142857142788,120.57890909090841,119.05110000000072,0.7,0.5380952380952396,0.6127272727272719,0.6009999999999919,10.57,5.73,4.84,4.796666666666667,5.02527272727273,5.382299999999997,16475.89,0.010744290906860021,16.97905852486454,21.22167557912539,22.750723505269985,16413.2080952381,16451.532,15469.248799999996
13,1999-06-08,5.57,5.74,5.83,16.999999999999993,8.999999999999986,25.99999999999998,166.56237245269253,404.4421998960917,187.13111262554267,18.333333333333332,14.200000000000022,9.530000000000006,8.476190476190448,10.018181818181807,9.549999999999997,26.80952380952376,24.218181818181826,19.08,1334.5,-0.009095971783924295,18.308837983616232,18.88026388479629,20.207164891400627,1338.357142857143,1345.168181818182,1313.6175,13.83,10.939708851744317,9.646510594468753,9.291110458737405,13.749523809523819,13.66672727272727,14.513999999999994,24.02,26.02809523809528,24.803090909090855,26.24530000000002,119.88,122.04857142857074,120.61054545454478,119.11740000000071,0.6,0.5428571428571444,0.6127272727272719,0.5999999999999919,10.54,5.74,4.799999999999999,4.800476190476191,5.011454545454549,5.367199999999997,16562.92,0.00528226396267506,16.48368059715326,19.92785599504804,22.663807350390965,16393.489523809527,16460.44290909091,15500.959899999994
14,1999-06-09,5.61,5.79,5.87,17.99999999999997,8.000000000000007,25.99999999999998,165.64981894768815,400.63606504249776,186.6468927111305,18.0952380952381,14.381818181818204,9.730000000000006,8.095238095238065,9.99999999999999,9.509999999999998,26.19047619047614,24.38181818181819,19.24,1332.25,-0.0016860247283626562,18.06665633592009,18.59115084231956,20.18507176529153,1336.3690476190477,1345.8818181818183,1314.2175,13.82,10.938217649260931,9.645540498918162,9.14705996898558,13.781428571428581,13.652545454545452,14.488399999999992,23.9,25.898571428571465,24.78309090909086,26.15450000000002,119.2,121.97809523809454,120.63199999999931,119.16750000000071,0.6,0.5476190476190491,0.6127272727272719,0.5989999999999919,10.54,5.79,4.749999999999999,4.7995238095238095,4.995818181818184,5.352299999999997,16622.5,0.003597191799513677,15.877556023334643,18.802904666538534,22.6558487342232,16387.74285714286,16466.886363636364,15533.500099999996
15,1999-06-10,5.66,5.85,5.92,18.99999999999995,7.000000000000028,25.99999999999998,165.9775521891271,380.3942022449209,173.2977503490813,18.0,14.563636363636386,9.940000000000005,7.523809523809498,9.945454545454535,9.469999999999997,25.52380952380948,24.50909090909092,19.41,1320.5,-0.008819665978607616,18.1782119727005,18.67097784864204,20.22812681021015,1333.392857142857,1345.9636363636364,1314.64,13.82,10.686608176794307,9.584204077838173,8.984921499541318,13.813809523809534,13.639636363636363,14.461299999999992,25.32,25.884285714285756,24.74763636363631,26.115300000000026,118.85,121.87761904761835,120.65927272727204,119.21840000000071,0.6,0.5523809523809539,0.6127272727272719,0.5979999999999919,10.58,5.85,4.73,4.798095238095239,4.979818181818184,5.338299999999997,17102.62,0.028883741916077454,18.9470991280346,19.828262007634905,23.04072853076383,16395.136190476194,16492.06272727273,15570.916599999997
16,1999-06-11,5.7,5.92,6.02,21.999999999999975,9.999999999999964,31.99999999999994,164.4136518222099,409.1006840515975,188.71306539622927,18.0952380952381,14.781818181818204,10.170000000000005,7.428571428571401,9.963636363636354,9.459999999999997,25.52380952380948,24.745454545454553,19.63,1309.0,-0.00870882241575166,17.713241636795672,18.77574847356448,20.027904749757838,1329.75,1346.0181818181818,1315.1975,13.81,10.712009367763676,9.582999492676038,8.94477420180586,13.84000000000001,13.628181818181815,14.433499999999992,25.9,25.873333333333374,24.734909090909042,26.08190000000003,118.14,121.74809523809452,120.6609090909084,119.26530000000069,0.5,0.5523809523809539,0.6109090909090901,0.5959999999999919,10.59,5.92,4.67,4.791904761904762,4.963818181818184,5.324399999999997,17198.55,0.0056090821172429806,18.97986709830783,19.84571534073993,23.04556975582666,16411.67428571429,16506.96763636364,15608.866099999996
17,1999-06-14,5.66,5.89,5.98,22.999999999999954,9.000000000000075,32.00000000000003,164.0411355275159,407.8576677149603,185.59625659430728,18.38095238095238,15.000000000000025,10.430000000000005,7.2857142857142625,9.927272727272719,9.45,25.66666666666662,24.927272727272737,19.88,1309.5,0.0003819709702062024,17.68287729422953,18.045879645870222,19.97480674209455,1327.1309523809523,1345.6636363636364,1315.8675,13.87,10.422989090148024,9.481881983054446,8.253325448967477,13.866666666666678,13.619454545454543,14.41029999999999,26.51,25.944285714285755,24.774545454545407,26.061000000000032,120.4,121.68761904761834,120.66272727272657,119.3318000000007,0.6,0.5571428571428586,0.6109090909090901,0.5959999999999919,10.62,5.89,4.7299999999999995,4.784285714285715,4.948545454545458,5.310599999999997,17188.82,-0.0005657453680687485,16.687809496801243,19.695829537072193,22.768400158901468,16429.694761904764,16528.235272727274,15643.365699999997
18,1999-06-15,5.66,5.87,5.98,20.999999999999996,11.000000000000032,32.00000000000003,148.8214005862539,413.14658957465286,182.72023293848204,18.523809523809522,15.145454545454568,10.690000000000005,7.142857142857123,9.890909090909082,9.459999999999999,25.66666666666662,25.036363636363646,20.15,1318.25,0.0066819396716304436,17.876031314644585,18.116980895575765,19.987998013323967,1325.2857142857142,1345.5227272727273,1316.5675,13.79,10.649242375765153,9.38318197857905,8.27925380729067,13.883809523809536,13.608363636363633,14.38639999999999,25.91,25.899047619047657,24.80854545454541,26.010900000000028,120.63,121.59190476190406,120.67818181818113,119.3916000000007,0.6,0.5619047619047634,0.6109090909090901,0.5949999999999919,10.61,5.87,4.739999999999999,4.784285714285715,4.934000000000003,5.2960999999999965,17282.0,0.005420965488032392,16.616398544414846,19.700207678476424,22.770267759349018,16470.69380952381,16560.354000000003,15678.135099999996
19,1999-06-16,5.61,5.84,5.94,22.999999999999954,10.000000000000053,33.00000000000001,148.10083311181828,404.46489312305954,174.69694088285078,18.571428571428562,15.345454545454569,10.960000000000004,6.999999999999982,9.854545454545447,9.44,25.571428571428527,25.20000000000001,20.4,1343.0,0.018774890953916268,18.971892369835057,18.592407491369165,19.92198306527972,1324.952380952381,1346.1772727272728,1317.2475,13.75,10.320508149007761,9.342206634643023,8.20425294814992,13.895714285714297,13.596909090909088,14.36349999999999,22.4,25.666666666666703,24.78781818181814,25.91540000000003,120.03,121.43761904761836,120.67690909090838,119.4539000000007,0.6,0.5666666666666681,0.6109090909090901,0.5939999999999919,10.61,5.84,4.77,4.786666666666667,4.918909090909094,5.282499999999996,17210.18,-0.00415576900821657,15.442495329282396,18.570920386972162,22.780717590751358,16510.291904761907,16582.611090909093,15712.532499999996
20,1999-06-17,5.49,5.67,5.79,17.99999999999997,12.00000000000001,29.999999999999982,159.33268294802843,374.00468616240613,154.45894000857464,18.476190476190464,15.436363636363659,11.190000000000005,7.095238095238079,9.836363636363629,9.45,25.571428571428527,25.27272727272728,20.64,1355.75,0.009493670886076,19.279192113457317,18.403455012415492,19.881205856263392,1324.702380952381,1346.9363636363637,1318.1975,13.64,10.248872495686248,9.162184288234165,8.213074066295393,13.896666666666677,13.584909090909088,14.338799999999992,21.95,25.413809523809565,24.77363636363632,25.823600000000027,119.47,121.25809523809455,120.69581818181747,119.50830000000069,0.7,0.5761904761904776,0.6127272727272719,0.5929999999999919,10.6,5.67,4.93,4.798571428571429,4.912727272727276,5.270899999999996,17470.45,0.01512302602297022,16.002777821107696,18.81630824935816,22.722168706908867,16574.209523809528,16609.03763636364,15746.956499999995
21,1999-06-18,5.56,5.75,5.84,19.00000000000004,8.999999999999986,28.000000000000025,159.19799807607262,387.82163645015004,154.95633148645186,18.571428571428562,15.527272727272749,11.380000000000004,7.238095238095223,9.781818181818176,9.43,25.809523809523768,25.309090909090916,20.81,1356.75,0.0007375991148810268,19.11853431576265,18.404174420905477,19.70974230706114,1324.6904761904761,1347.6909090909091,1318.9425,13.63,8.02001191294183,8.880537208094097,8.106075361057808,13.89142857142858,13.57272727272727,14.315599999999993,21.75,25.255238095238134,24.746181818181775,25.748800000000028,120.48,121.06904761904694,120.70109090909021,119.55690000000068,0.6,0.5761904761904776,0.6127272727272719,0.5919999999999919,10.6,5.75,4.85,4.802380952380953,4.9058181818181845,5.258699999999996,17431.26,-0.0022432164025542045,16.126825915370745,18.832251849021105,22.634223986480567,16632.84142857143,16634.89981818182,15778.814899999996
22,1999-06-21,5.62,5.81,5.9,18.99999999999995,9.000000000000075,28.000000000000025,152.97113710378844,382.00555813044093,147.2588918081494,18.619047619047606,15.672727272727293,11.580000000000005,7.333333333333325,9.709090909090905,9.420000000000002,25.95238095238091,25.38181818181819,21.0,1377.0,0.014925373134328401,18.13882997362371,18.60845071799517,19.753883170197295,1326.0714285714287,1348.2727272727273,1319.7325,13.57,7.447836583970983,8.838152081243411,8.111142612955906,13.87238095238096,13.561636363636364,14.292399999999992,21.81,25.129047619047654,24.74163636363632,25.669600000000028,122.28,120.97999999999932,120.73163636363564,119.61610000000069,0.6,0.5761904761904776,0.6127272727272719,0.5909999999999919,10.61,5.81,4.8,4.802380952380953,4.896545454545458,5.2461999999999955,17738.85,0.01764588446274118,16.885137809145707,19.11293739398094,22.72561049292278,16701.692380952387,16669.076727272728,15814.659399999997
23,1999-06-22,5.65,5.84,5.94,18.99999999999995,10.000000000000053,29.000000000000004,150.45851774230124,380.26595491725374,147.28730168296218,18.761904761904745,15.81818181818184,11.800000000000004,7.52380952380952,9.65454545454545,9.410000000000002,26.285714285714242,25.47272727272728,21.21,1366.0,-0.007988380537400142,17.265366437191847,18.63129600064011,19.80159885342454,1328.2261904761904,1348.6727272727273,1320.4025,13.55,7.008959527394976,8.573310860720461,8.054116773095444,13.847619047619057,13.552363636363637,14.27019999999999,21.7,25.000476190476228,24.73272727272723,25.605500000000024,121.68,120.87428571428502,120.72581818181747,119.67290000000068,0.6,0.5761904761904776,0.6127272727272719,0.5909999999999919,10.61,5.84,4.77,4.798095238095239,4.887090909090912,5.233199999999995,17777.62,0.0021855982772276406,15.984857558654323,19.10127876166418,22.72437994244146,16767.746190476195,16704.368181818183,15850.347499999998
24,1999-06-23,5.7,5.9,6.0,20.000000000000018,9.999999999999964,29.999999999999982,147.66695999962067,360.0450088009836,135.5791091229356,18.999999999999986,16.036363636363657,12.000000000000005,7.66666666666666,9.618181818181814,9.410000000000002,26.66666666666662,25.654545454545463,21.41,1354.5,-0.008418740849194695,16.941041146344304,18.669498624561147,19.659800931835434,1330.845238095238,1348.759090909091,1321.175,13.54,6.771951067408436,8.489312854200017,8.050555542441849,13.819047619047629,13.544181818181817,14.24839999999999,21.32,24.70047619047623,24.70854545454541,25.556200000000025,122.05,120.80190476190407,120.74963636363566,119.74250000000067,0.6,0.5809523809523823,0.6109090909090901,0.5909999999999919,10.63,5.9,4.73,4.788571428571428,4.876727272727275,5.220799999999994,17586.75,-0.010736532786728481,16.860398822317737,18.929046781110728,22.762943071459635,16833.104285714293,16727.262545454545,15882.394899999998
25,1999-06-24,5.75,5.93,6.05,17.99999999999997,12.00000000000001,29.999999999999982,146.52030289822727,360.0450088009841,126.55381002941478,19.190476190476172,16.163636363636385,12.180000000000005,7.999999999999995,9.65454545454545,9.440000000000001,27.190476190476147,25.818181818181827,21.62,1340.0,-0.010705057216685132,15.94711361132028,18.560121487029228,19.684459221182806,1331.797619047619,1348.2136363636364,1321.675,13.54,6.63797462735973,8.441551833927484,8.042016848467163,13.795238095238105,13.538909090909089,14.22639999999999,23.06,24.42238095238099,24.713090909090862,25.510100000000026,121.83,120.75190476190407,120.75854545454474,119.83960000000066,0.7,0.5904761904761918,0.6109090909090901,0.5919999999999919,10.63,5.93,4.700000000000001,4.778571428571429,4.867636363636366,5.208199999999994,17628.32,0.002363711316758277,16.65128591681326,18.931532918699496,22.759117444471634,16899.666190476197,16751.59218181818,15914.177499999998
26,1999-06-25,5.73,5.91,6.02,17.99999999999997,10.999999999999943,28.999999999999915,146.52030289822727,299.02058370441586,114.54497581558346,19.285714285714263,16.345454545454565,12.340000000000005,8.238095238095232,9.690909090909086,9.46,27.523809523809476,26.036363636363646,21.8,1343.75,0.002798507462686617,14.853536338913512,18.565681390287303,19.490665364406322,1334.0833333333333,1347.7272727272727,1322.43,13.57,6.11381264244744,8.43227714585387,8.029254130560858,13.776666666666678,13.536727272727271,14.20419999999999,21.76,24.145714285714323,24.697999999999958,25.44610000000003,121.28,120.71619047618978,120.76636363636293,119.92780000000067,0.6,0.5952380952380966,0.6090909090909082,0.5919999999999919,10.63,5.91,4.720000000000001,4.770476190476191,4.857818181818185,5.196099999999996,17436.52,-0.010880220009620856,16.42294251576063,18.478908461151352,22.802131253586776,16959.63428571429,16771.62381818182,15945.119499999997
27,1999-06-28,5.68,5.86,5.96,18.00000000000006,9.999999999999964,28.000000000000025,140.09923670414798,289.618147273986,104.56532425972465,19.380952380952362,16.52727272727275,12.470000000000004,8.571428571428562,9.709090909090905,9.490000000000002,27.952380952380903,26.236363636363645,21.96,1359.0,0.011348837209302243,15.026304080772487,17.92879572522883,19.50094251198359,1336.0238095238096,1347.3,1323.4525,13.61,5.152153154111945,8.41568959199994,8.0602010490123,13.755714285714296,13.536727272727271,14.182599999999988,22.63,23.884285714285756,24.713636363636322,25.393600000000028,121.3,120.71761904761836,120.7701818181811,120.02050000000067,0.7,0.604761904761906,0.6090909090909082,0.5929999999999919,10.64,5.86,4.78,4.769047619047619,4.849636363636366,5.185399999999995,17610.58,0.00998249650733074,16.473235352896634,18.405232365223057,22.79312378516185,17037.62952380953,16792.185090909094,15976.232799999998
28,1999-06-29,5.68,5.84,5.93,16.000000000000014,8.999999999999986,25.0,139.74434916973516,294.5641682568448,108.80340911804964,19.28571428571427,16.727272727272748,12.550000000000004,8.8095238095238,9.727272727272725,9.520000000000001,28.095238095238045,26.454545454545464,22.07,1376.0,0.012509197939661432,15.472209382449467,17.92620964969496,19.586862778847433,1339.1666666666667,1347.3545454545454,1324.6525,13.59,5.07133444328197,8.422669489218043,8.046030852137184,13.741428571428582,13.53872727272727,14.161499999999988,22.51,23.747142857142897,24.724181818181776,25.32390000000003,120.81,120.71428571428503,120.78236363636292,120.09720000000067,0.7,0.6142857142857155,0.6090909090909082,0.5939999999999919,10.65,5.84,4.8100000000000005,4.769047619047619,4.842545454545458,5.175499999999995,17782.79,0.009778780710232082,15.775641870159344,18.503868890024368,22.814873555663887,17117.207619047625,16814.51763636364,16009.408899999999
