,Date,Nikkei,Nikkei_Returns,Nikkei_20-day_Vol,Nikkei_50-day_Vol,Nikkei_100-day_Vol,Nikkei_21-day_MA,Nikkei_55-day_MA,Nikkei_100-day_MA
12092,1997-09-09,18695.97,,20.549608694810612,20.188257484186693,19.190865103491,18754.713809523808,19572.290181818174,19745.983799999998
12093,1997-09-10,18704.77,0.000470578933058018,20.5065961689543,19.719393543889627,19.061032425150472,18735.93571428571,19542.52363636363,19749.5101
12094,1997-09-11,18282.23,-0.02284902171407664,21.383936331511073,20.27260079392149,19.32524027563974,18701.346666666665,19498.941090909084,19746.815799999997
12095,1997-09-12,17965.8,-0.017459599226373215,21.79904432012515,20.562485580462404,19.51796249792778,18641.498095238094,19450.596363636356,19741.0293
12096,1997-09-16,17974.5,0.00048413620197557133,21.429262074353627,20.532651604682574,19.44506449518539,18577.13952380952,19404.246363636357,19733.4196
12097,1997-09-17,17683.27,-0.016335091949936542,21.95102552145349,20.62861601084561,19.605967570444903,18512.480952380953,19351.12472727272,19723.2716
12098,1997-09-18,17930.09,0.013861312266193415,21.79733222187716,20.8316761338204,19.72794241568,18463.39,19310.298727272722,19716.4439
12099,1997-09-19,18058.21,0.0071201218876847695,22.108523322514376,20.88459045547767,19.756151728464403,18406.531904761905,19271.422181818176,19710.322299999996
12100,1997-09-22,18201.32,0.007893689912801554,20.55376776878065,20.970916618650733,19.357515694528125,18361.017619047623,19236.511454545453,19700.824299999997
12101,1997-09-24,18420.08,0.011947254997762852,21.076657257348895,21.123320983826456,19.427669826093975,18350.060952380958,19208.367454545452,19692.2718
12102,1997-09-25,18341.96,-0.004250042575939612,20.833901362710638,20.667224139232683,19.328022361349095,18335.098571428578,19183.581818181818,19680.543899999997
12103,1997-09-26,17994.71,-0.019113505533636978,20.72990806849045,20.97908399115416,18.730751725469048,18296.038095238102,19149.77854545455,19658.6818
12104,1997-09-29,17987.21,-0.00041687603711068583,20.722637239135043,20.640283461167318,18.710487721734946,18274.384285714295,19118.688363636367,19638.064899999998
12105,1997-09-30,17887.71,-0.00554706492077845,20.397487134408685,20.516198482838497,18.722225253775775,18247.539523809533,19084.741636363637,19616.323899999996
12106,1997-10-01,17842.16,-0.0025496887996726064,19.81678893983435,20.37482529805072,18.627516544401256,18229.09857142858,19047.772,19596.717699999994
12107,1997-10-02,17455.04,-0.021935763894548592,20.404015190059333,20.82450588394787,18.684696221587934,18204.371904761912,18997.341454545454,19569.832999999995
12108,1997-10-03,17647.45,0.010962864859611647,17.905604908346696,21.052403541329035,18.787683989145133,18176.511428571437,18953.305818181816,19545.016399999993
12109,1997-10-06,17824.78,0.009998326987230171,18.426261673963076,21.1167836897658,18.8550496601119,18133.159523809532,18907.233818181816,19521.166999999994
12110,1997-10-07,17511.19,-0.017749518854651404,19.150119115616896,21.310748707222913,19.007783887291048,18080.594285714295,18852.541818181813,19495.715799999994
12111,1997-10-08,17619.18,0.006147976246580724,19.4187256679423,21.235241914119786,18.90024798816313,18031.499523809533,18804.721090909086,19468.660299999992
12112,1997-10-09,17376.92,-0.013845192457229115,19.657268967554682,21.3389941965479,18.939936516922934,17971.645238095247,18754.173818181815,19437.531999999992
12113,1997-10-13,17204.7,-0.009960286637114487,19.718965233904683,21.348409038310262,18.96171224224881,17900.63238095239,18700.97727272727,19406.25069999999
12114,1997-10-14,17306.39,0.0058931951616429815,18.74510397711212,21.349333016208874,18.64984495469874,17834.042857142864,18646.79836363636,19380.89479999999
12115,1997-10-15,17331.37,0.0014423567996708544,17.968971467357637,20.72134827136943,18.648488136831425,17788.763809523818,18591.19527272727,19355.434599999993
12116,1997-10-16,17707.49,0.021469559645918724,19.801416185024674,21.398702238908438,18.962579112835222,17776.46333333334,18539.053999999996,19332.419499999993
12117,1997-10-17,17478.42,-0.013020736786985605,19.49325108261246,21.500874369593983,19.04862876549235,17752.840476190482,18485.88454545454,19306.768699999993
12118,1997-10-20,17294.51,-0.010577867026090081,19.014246334863664,21.411172646556594,19.078328091715473,17734.328095238103,18432.824363636362,19280.814899999994
12119,1997-10-21,17210.09,-0.004893270372451092,18.746640738188994,21.320068845365483,18.675987367197326,17700.042380952385,18376.072727272724,19249.40239999999
12120,1997-10-22,17687.61,0.02736855473789363,21.328213389867386,22.284874637744394,19.248305938123195,17682.394761904765,18337.585999999996,19223.156199999994
12121,1997-10-23,17151.55,-0.03077584592863138,23.034270313484477,21.54540178939425,19.720928800155633,17632.405714285716,18291.831090909087,19193.983599999992
