,Date,DEXJPUS,USD/JPY_Returns,USD_21-day_MA,USD_55-day_MA,USD_100-day_MA
11276,2015-12-15,121.66,0.00904039147383262,122.62857142857035,121.39454545454474,121.69310000000074
11277,2015-12-16,121.88,0.001808318264014508,122.56999999999893,121.41527272727203,121.67310000000074
11278,2015-12-17,122.75,0.007138168690515201,122.53523809523702,121.46854545454475,121.66320000000074
11279,2015-12-18,121.2,-0.012627291242362504,122.425238095237,121.49472727272656,121.64280000000075
11280,2015-12-21,120.99,-0.0017326732673268452,122.34333333333223,121.5161818181811,121.61750000000075
11281,2015-12-22,120.94,-0.00041325729399122046,122.2547619047608,121.54090909090836,121.58830000000074
11282,2015-12-23,120.94,0.0,122.15571428571317,121.56854545454472,121.55390000000075
11283,2015-12-24,120.32,-0.005126509012733593,122.05333333333225,121.56781818181744,121.51770000000074
11284,2015-12-28,120.3,-0.0001662234042553168,121.93904761904655,121.56999999999927,121.48090000000074
11285,2015-12-29,120.44,0.001163757273483057,121.82476190476083,121.57981818181744,121.44530000000076
11286,2015-12-30,120.6,0.0013284623048821498,121.69999999999894,121.59181818181746,121.40290000000076
11287,2015-12-31,120.27,-0.002736318407960181,121.5757142857132,121.59127272727201,121.35960000000075
11288,2016-01-04,119.3,-0.008065186663340773,121.37476190476085,121.5821818181811,121.30990000000074
11289,2016-01-05,118.95,-0.002933780385582563,121.17904761904654,121.57745454545382,121.25390000000075
11290,2016-01-06,118.54,-0.003446826397646041,120.9619047619037,121.58254545454473,121.19030000000078
11291,2016-01-07,118.0,-0.004555424329340307,120.70904761904656,121.55345454545382,121.13160000000076
11292,2016-01-08,117.74,-0.0022033898305084954,120.45857142857035,121.5214545454538,121.06580000000076
11293,2016-01-11,117.48,-0.002208255478172161,120.24999999999892,121.4794545454538,120.99790000000075
11294,2016-01-12,117.78,0.0025536261491316825,120.0757142857132,121.44072727272652,120.93240000000077
11295,2016-01-13,118.06,0.0023773136355917934,119.93857142857034,121.39636363636289,120.86910000000076
11296,2016-01-14,118.03,-0.0002541080806369722,119.81761904761797,121.33872727272653,120.80840000000076
11297,2016-01-15,116.78,-0.01059052783190717,119.58523809523703,121.26436363636289,120.74080000000076
11298,2016-01-19,117.66,0.007535536907004481,119.38428571428464,121.21654545454471,120.69630000000076
11299,2016-01-20,116.38,-0.010878803331633491,119.08095238095132,121.14054545454471,120.67450000000075
