,Date,SP500_Price,SP500_Return,20-day_Vol,50-day_Vol,100-day_Vol,21-day_MA,55-day_MA,100-day_MA,Nikkei,Nikkei_Returns,Nikkei_20-day_Vol,Nikkei_50-day_Vol,Nikkei_100-day_Vol,Nikkei_21-day_MA,Nikkei_55-day_MA,Nikkei_100-day_MA,VIX,VIX_Returns,VIX_21-day_MA,VIX_55-day_MA,VIX_100-day_MA,DEXJPUS,USD/JPY_Returns,USD_21-day_MA,USD_55-day_MA,USD_100-day_MA,2Y,5Y,10Y,30Y,2s5s,5s10s,10s30s,2s10s,2s5s_Return,5s10s_Return,10s30s_Return,2s10s_Return,2s5s_20-day_Vol,5s10s_20-day_Vol,10s30s_20-day_Vol,2s10s_20-day_Vol,2s5s_21-day_MA,2s5s_55-day_MA,2s5s_100-day_MA,5s10s_21-day_MA,5s10s_55-day_MA,5s10s_100-day_MA,10s30s_21-day_MA,10s30s_55-day_MA,10s30s_100-day_MA,2s10s_21-day_MA,2s10s_55-day_MA,2s10s_100-day_MA,EM_High_Yield,EM Returns,EM_Bonds_20-day_Vol,EM_Bonds_50-day_Vol,EM_Bonds_100-day_Vol,EM_Bonds_21-day_MA,EM_Bonds_55-day_MA,EM_Bonds_100-day_MA,Value,Ted_Spread_Return
86,1999-05-19,1361.0,0.008148148148148238,16.108436934125862,19.33553351682542,20.937584825397394,1367.75,1340.2863636363636,1305.175,16128.18,-0.015408773250557346,22.064530376515094,28.01307854499362,23.617317008974585,16764.658095238112,16104.888363636364,15143.146599999995,25.08,-0.07997065297138672,25.13047619047623,24.640181818181762,26.080200000000023,124.45,0.009818240830899105,120.82619047618981,120.04072727272656,117.92650000000073,5.37,5.54,5.6,5.81,16.999999999999993,5.999999999999961,21.0,22.999999999999954,-0.16251892949777624,-0.5108256237659937,-0.04652001563489595,-0.26570316573300706,324.1073880964595,273.99838415115755,140.56306500560157,219.8975110406706,16.33333333333332,11.781818181818199,7.180000000000002,12.047619047619026,10.618181818181812,10.43,29.85714285714284,34.1090909090909,36.52000000000004,28.38095238095233,22.40000000000001,17.61,13.62,0.008888888888888724,7.717930864732675,8.230456503759541,17.08897880875465,13.215714285714288,13.948909090909085,14.754599999999995,0.6,0.2
87,1999-05-20,1357.0,-0.002939015429830993,15.413645199071588,19.20691056073318,20.910287008966307,1367.4285714285713,1342.0045454545455,1306.3225,16199.99,0.004442572413233689,21.92472290895366,28.01249324498352,23.62184578237264,16739.55857142858,16136.334545454543,15163.876599999996,24.46,-0.0247208931419457,25.185238095238137,24.556909090909034,26.110000000000035,124.15,-0.002410606669345117,121.03523809523745,120.05254545454471,118.00920000000073,5.35,5.53,5.6,5.83,18.00000000000006,6.9999999999999405,23.000000000000053,25.0,0.0571584138399524,0.15415067982725628,0.0909717782057288,0.08338160893905305,315.79150630329764,280.99281413347995,145.61736213140182,218.75258988828358,16.809523809523803,11.890909090909107,7.430000000000002,11.904761904761882,10.581818181818171,10.38,29.285714285714263,34.01818181818181,36.360000000000035,28.71428571428565,22.47272727272728,17.81,13.74,0.008810572687224738,8.091208560458767,8.578839101915394,17.157488756722206,13.237142857142858,13.918181818181814,14.742999999999995,0.6,0.0
88,1999-05-21,1348.0,-0.0066322770817980325,15.550257552588501,19.13964916310832,20.79113148631472,1365.857142857143,1343.0454545454545,1307.1725,16292.98,0.005723715244845874,21.834042507763066,25.84833965260377,23.625809026405424,16712.958571428582,16171.342545454543,15184.863499999996,24.4,-0.0024529844644318732,25.27000000000004,24.515636363636307,26.11900000000003,123.9,-0.002013693113169568,121.22857142857076,120.07672727272656,118.09400000000072,5.3,5.46,5.52,5.78,16.000000000000018,5.999999999999961,26.00000000000007,21.999999999999968,-0.11778303565638587,-0.15415067982725614,0.12260232209233304,-0.12783337150988602,319.75466556819214,282.7131430745887,154.01663910448852,222.00282232729327,17.09523809523808,12.000000000000016,7.590000000000002,11.714285714285689,10.5090909090909,10.33,28.80952380952379,34.01818181818181,36.210000000000036,28.80952380952375,22.50909090909092,17.92,13.97,0.01673944687045137,9.153148606266742,9.552833784365577,17.38079242188935,13.270476190476193,13.892181818181815,14.733799999999995,0.6,0.0
89,1999-05-24,1320.75,-0.020215133531157226,16.879702409242373,19.53033062445484,21.05533155511139,1363.0357142857142,1343.5045454545455,1307.75,16390.49,0.005966948388028747,21.96335953169285,25.76832999369777,23.625834625451173,16699.4480952381,16210.77418181818,15207.238899999995,27.62,0.13196721311475426,25.501428571428608,24.57999999999995,26.173400000000033,123.57,-0.0026634382566587127,121.43380952380885,120.11018181818108,118.18090000000072,5.28,5.43,5.5,5.77,14.999999999999947,7.0000000000000275,26.99999999999996,21.999999999999968,-0.06453852113757555,0.15415067982726882,0.03774032798284283,0.0,318.43735124002177,282.08443287388707,154.91462208530174,215.33316027622016,17.285714285714267,12.109090909090927,7.7500000000000036,11.523809523809508,10.490909090909085,10.3,28.476190476190467,33.94545454545454,36.040000000000035,28.80952380952375,22.60000000000001,18.05,14.07,0.007158196134574134,8.914841823943146,9.616156027388547,17.395658235547344,13.312380952380956,13.868545454545453,14.726599999999996,0.5,-0.16666666666666666
90,1999-05-25,1299.5,-0.016089343176225682,17.410239958654294,19.865175687876864,21.16096892399863,1359.0357142857142,1343.659090909091,1308.235,16214.23,-0.010812036850179462,21.876589628396648,25.542629504363088,23.282560993166555,16676.453809523817,16252.468181818182,15231.586699999994,28.9,0.04634322954380865,25.75714285714289,24.659272727272672,26.229000000000035,122.88,-0.005583879582422902,121.61238095238026,120.13709090909019,118.27890000000072,5.3,5.44,5.49,5.76,14.000000000000055,4.999999999999981,26.99999999999996,19.00000000000004,-0.06899287148694383,-0.3364722366212205,0.0,-0.14660347419187214,308.7244379176719,297.0537985717435,154.7018864164019,220.84647241535058,17.476190476190464,12.200000000000019,7.870000000000003,11.333333333333304,10.454545454545448,10.26,28.142857142857128,33.78181818181817,35.87000000000003,28.80952380952375,22.654545454545463,18.13,14.14,0.00497512437810954,8.930857487760196,9.65624452069456,17.416836834092454,13.360000000000005,13.847454545454545,14.720199999999995,0.5,0.0
91,1999-05-26,1320.0,0.015775298191612164,18.60749662565643,20.146667997599515,21.261244187889908,1355.7738095238094,1343.9863636363634,1309.0175,16230.52,0.0010041687095040596,21.494232447040392,24.952265926252714,23.25574510140823,16663.85857142858,16289.925636363632,15256.824599999998,27.57,-0.04602076124567467,25.95761904761909,24.70563636363631,26.260500000000032,122.03,-0.006917317708333259,121.69809523809455,120.17690909090835,118.37770000000073,5.33,5.49,5.55,5.8,16.000000000000018,5.999999999999961,25.0,21.999999999999968,0.13353139262451946,0.1823215567939516,-0.07696104113612676,0.14660347419187214,166.64117676026441,304.2168084364971,155.41009599490954,179.9530054719873,17.857142857142843,12.327272727272744,8.040000000000003,11.14285714285712,10.43636363636363,10.2,27.761904761904745,33.58181818181817,35.66000000000004,28.999999999999947,22.76363636363637,18.24,14.04,-0.007072135785007204,9.352094086274901,9.749421652195293,17.441815367149953,13.400476190476196,13.825090909090907,14.712399999999995,0.5,0.0
92,1999-05-27,1295.75,-0.018371212121212063,19.274304758721424,20.28405204776595,21.258144181948925,1351.797619047619,1343.6045454545454,1309.315,16177.19,-0.0032911950976511604,20.57515422951764,24.97119958687657,23.25642841082921,16640.587619047627,16326.175454545451,15280.616999999995,28.12,0.01994922016684808,26.134761904761948,24.766181818181767,26.280000000000022,121.27,-0.0062279767270343464,121.79999999999932,120.20781818181749,118.47890000000072,5.43,5.59,5.62,5.85,16.000000000000018,3.000000000000025,22.999999999999954,19.00000000000004,0.0,-0.6931471805599304,-0.08338160893905308,-0.14660347419187214,166.64117676026433,341.2542261884398,157.56615718447995,183.5688646321606,17.952380952380935,12.472727272727294,8.220000000000004,10.76190476190474,10.345454545454539,10.11,27.38095238095236,33.34545454545454,35.42000000000004,28.71428571428565,22.81818181818183,18.33,13.96,-0.005698005698005604,9.486569978128447,9.80066494485351,17.414786343017695,13.439523809523811,13.802545454545452,14.702699999999995,0.5,0.0
93,1999-05-28,1318.25,0.017364460737024908,20.189400472804856,20.281046410197284,21.126052254431453,1349.5833333333333,1343.8590909090908,1309.5475,15972.68,-0.012722462548654721,20.889862325461145,25.15511225436654,23.332362879625148,16595.322380952388,16345.78781818182,15303.253199999996,25.39,-0.09708392603129444,26.150476190476237,24.784727272727213,26.289300000000022,120.88,-0.0032159643770099944,121.87714285714216,120.24218181818114,118.55990000000072,5.42,5.6,5.64,5.84,17.999999999999968,4.000000000000004,20.000000000000018,21.999999999999968,0.11778303565638107,0.2876820724517735,-0.1397619423751558,0.14660347419187214,164.89092510202096,366.1607701859909,162.26452785143618,192.5305058349681,18.142857142857128,12.654545454545474,8.410000000000004,10.333333333333313,10.272727272727264,10.03,26.85714285714284,33.01818181818181,35.180000000000035,28.47619047619041,22.92727272727273,18.44,14.05,0.006446991404011504,9.500413273900158,9.502335363811277,17.44602162051842,13.485714285714293,13.782363636363636,14.693599999999995,0.5,0.0
94,1999-06-01,1310.25,0.0001908396946563861,18.736548905100307,19.133785056557368,21.003490103783296,1344.904761904762,1343.5227272727273,1309.9775,16408.5,0.0182568804449821,22.478908031646657,24.87811777988381,23.470480196833464,16530.768571428576,16393.867818181818,15351.563999999995,26.62,0.048444269397400534,26.22428571428576,24.817090909090858,26.322100000000024,120.75,-0.0010754467240238208,121.93999999999932,120.29763636363566,118.65050000000072,5.54,5.74,5.78,5.94,20.000000000000018,4.000000000000004,16.000000000000018,24.00000000000001,0.10536051565782874,0.0,-0.2231435513142097,0.08701137698963173,167.78281617281505,364.12692891709776,172.85160303159154,193.6722029996756,18.33333333333332,12.872727272727287,8.620000000000005,9.952380952380931,10.199999999999994,9.92,26.095238095238084,32.65454545454545,34.88000000000004,28.28571428571423,23.07272727272728,18.54,13.91,0.0014398848092151972,10.340133265975034,9.761663375642849,9.657664889380495,13.557619047619053,13.742909090909087,14.641999999999996,0.5,0.0
95,1999-06-02,1309.5,-0.0005724098454493731,17.667058761135422,19.105654584177,20.90747509063624,1343.0119047619048,1343.4818181818182,1310.2725,16417.99,0.0005781915924841326,21.977804575175085,24.73545444086897,22.882090308680826,16505.804285714294,16410.92218181818,15381.584999999995,26.21,-0.015401953418482384,26.322380952381,24.834727272727214,26.340500000000024,121.14,0.003229813664596293,121.98761904761835,120.35945454545386,118.74670000000073,5.55,5.75,5.8,5.94,20.000000000000018,4.999999999999981,14.000000000000055,25.0,0.0,0.22314355131420527,-0.13353139262451946,0.04082199452025435,166.96849134686053,376.53489744525706,174.99488199514198,194.34055965053284,18.476190476190464,13.127272727272748,8.810000000000004,9.57142857142855,10.14545454545454,9.83,25.380952380952372,32.23636363636363,34.62000000000003,28.04761904761899,23.27272727272728,18.64,13.97,0.004313443565780117,10.329877093735936,9.826412455369589,9.706814198353394,13.600476190476195,13.725636363636365,14.614599999999996,0.5,0.0
